<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2007.04.17	1.98920	2.00740	1.98800	2.00670	6547	0	20
2007.04.18	2.00690	2.01320	2.00130	2.00850	5939	0	20
2007.04.19	2.00830	2.00940	1.99820	2.00310	6915	0	20
2007.04.20	2.00280	2.00680	1.99890	2.00210	5434	0	20
2007.04.23	2.00550	2.00570	1.99700	2.00070	4902	0	20
2007.04.24	2.00060	2.00440	1.99530	2.00180	6038	0	20
2007.04.25	2.00210	2.00610	2.00040	2.00130	5170	0	20
2007.04.26	2.00110	2.00580	1.98910	1.99130	5954	0	20
2007.04.27	1.99110	2.00430	1.98640	1.99740	6702	0	20
2007.04.30	1.99650	2.00310	1.98890	1.99950	5951	0	20
2007.05.01	1.99930	2.00720	1.99790	1.99860	5767	0	20
2007.05.02	1.99830	1.99970	1.98700	1.98980	6256	0	20
2007.05.03	1.98960	1.99460	1.98550	1.98670	4989	0	20
2007.05.04	1.98680	1.99400	1.98420	1.99210	5575	0	20
2007.05.07	1.99400	1.99740	1.99240	1.99280	3667	0	20
2007.05.08	1.99270	1.99630	1.98780	1.98950	5180	0	20
2007.05.09	1.98930	1.99990	1.98820	1.99360	4967	0	20
2007.05.10	1.99350	1.99610	1.97700	1.97950	7356	0	20
2007.05.11	1.97980	1.98450	1.97620	1.98120	5838	0	20
2007.05.14	1.98170	1.98430	1.97800	1.97920	3769	0	20
2007.05.15	1.97940	1.98710	1.97440	1.98590	6132	0	20
2007.05.16	1.98630	1.98730	1.97560	1.97690	5943	0	20
2007.05.17	1.97710	1.97910	1.97330	1.97460	4546	0	20
2007.05.18	1.97440	1.97770	1.96990	1.97450	5045	0	20
2007.05.21	1.97440	1.97560	1.96770	1.97130	4586	0	20
2007.05.22	1.97120	1.97690	1.97010	1.97440	4157	0	20
2007.05.23	1.97450	1.98930	1.97150	1.98660	5753	0	20
2007.05.24	1.98640	1.98880	1.98280	1.98450	5217	0	20
2007.05.25	1.98460	1.98780	1.98310	1.98370	4643	0	20
2007.05.28	1.98410	1.98490	1.98270	1.98350	1347	0	20
2007.05.29	1.98320	1.98990	1.97890	1.98100	6147	0	20
2007.05.30	1.98120	1.98300	1.97330	1.97590	5303	0	20
2007.05.31	1.97600	1.98190	1.97350	1.97950	4974	0	20
2007.06.01	1.97960	1.98240	1.97670	1.98230	5389	0	20
2007.06.04	1.98200	1.99270	1.98130	1.99130	4044	0	20
2007.06.05	1.99110	1.99670	1.99070	1.99340	4196	0	20
2007.06.06	1.99320	1.99560	1.99090	1.99240	4020	0	20
2007.06.07	1.99250	1.99400	1.97450	1.97800	6267	0	20
