<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.10.01	111.274	111.488	110.907	111.070	71761	0	0
2021.10.04	110.897	111.303	110.823	110.923	65609	0	0
2021.10.05	110.883	111.563	110.870	111.467	64268	0	0
2021.10.06	111.457	111.787	111.202	111.421	64915	0	0
2021.10.07	111.384	111.649	111.230	111.619	54358	0	0
2021.10.08	111.605	112.253	111.511	112.225	59432	0	0
2021.10.11	112.133	113.413	112.108	113.329	44629	0	0
2021.10.12	113.266	113.788	113.003	113.607	60734	0	0
2021.10.13	113.572	113.804	113.228	113.250	55718	0	0
2021.10.14	113.238	113.718	113.211	113.672	52274	0	0
2021.10.15	113.663	114.464	113.626	114.251	67813	0	0
2021.10.18	114.221	114.454	114.016	114.315	62799	0	0
2021.10.19	114.303	114.398	113.879	114.379	53372	0	0
2021.10.20	114.343	114.700	114.081	114.332	60440	0	0
2021.10.21	114.116	114.414	113.651	114.001	62642	0	0
2021.10.22	113.965	114.206	113.413	113.489	64452	0	0
2021.10.25	113.550	113.925	113.457	113.708	58026	0	0
2021.10.26	113.705	114.312	113.678	114.150	44030	0	0
2021.10.27	114.120	114.221	113.388	113.806	69243	0	0
2021.10.28	113.785	113.866	113.255	113.562	71687	0	0
2021.10.29	113.527	114.096	113.393	113.958	62605	0	0
2021.11.01	114.045	114.444	113.939	113.996	60239	0	0
2021.11.02	113.961	114.134	113.462	113.960	61237	0	0
2021.11.03	113.970	114.219	113.721	114.019	63389	0	0
2021.11.04	113.984	114.277	113.509	113.754	64610	0	0
2021.11.05	113.720	114.030	113.300	113.389	70340	0	0
2021.11.08	113.329	113.667	113.080	113.225	57840	0	0
2021.11.09	113.218	113.291	112.726	112.875	66361	0	0
2021.11.10	112.841	114.016	112.775	113.905	69531	0	0
2021.11.11	113.901	114.156	113.808	114.060	45627	0	0
2021.11.12	114.062	114.300	113.761	113.917	52913	0	0
2021.11.15	113.898	114.215	113.753	114.137	47896	0	0
2021.11.16	114.103	114.848	114.093	114.816	51667	0	0
2021.11.17	114.760	114.970	113.935	114.111	57576	0	0
2021.11.18	114.075	114.485	113.879	114.253	55457	0	0
2021.11.19	114.242	114.541	113.587	114.015	71659	0	0
2021.11.22	113.910	114.962	113.910	114.871	62310	0	0
2021.11.23	114.870	115.192	114.486	115.129	72801	0	0
2021.11.24	115.117	115.520	114.826	115.404	67594	0	0
2021.11.25	115.413	115.459	115.242	115.324	49472	0	0
2021.11.26	115.302	115.363	113.052	113.300	110460	0	0
